id;wkt
0;POLYGON((-610501.0 -1036090.0, -610501.0 -1016090.0, -610151.951871 -1016093.0461, -610501.0 -1036090.0))
1;POLYGON((-610501.0 -1036090.0, -610151.951871 -1016093.0461, -609803.010066 -1016102.18346, -610501.0 -1036090.0))
2;POLYGON((-610501.0 -1036090.0, -609803.010066 -1016102.18346, -609454.280875 -1016117.4093, -610501.0 -1036090.0))
3;POLYGON((-610501.0 -1036090.0, -609454.280875 -1016117.4093, -609105.870525 -1016138.71899, -610501.0 -1036090.0))
4;POLYGON((-610501.0 -1036090.0, -609105.870525 -1016138.71899, -608757.885145 -1016166.10604, -610501.0 -1036090.0))
5;POLYGON((-610501.0 -1036090.0, -608757.885145 -1016166.10604, -608410.430735 -1016199.56209, -610501.0 -1036090.0))
6;POLYGON((-610501.0 -1036090.0, -608410.430735 -1016199.56209, -608063.613132 -1016239.07697, -610501.0 -1036090.0))
7;POLYGON((-610501.0 -1036090.0, -608063.613132 -1016239.07697, -607717.537981 -1016284.63863, -610501.0 -1036090.0))
8;POLYGON((-610501.0 -1036090.0, -607717.537981 -1016284.63863, -607372.310699 -1016336.23319, -610501.0 -1036090.0))
9;POLYGON((-610501.0 -1036090.0, -607372.310699 -1016336.23319, -607028.036447 -1016393.84494, -610501.0 -1036090.0))
10;POLYGON((-610501.0 -1036090.0, -607028.036447 -1016393.84494, -606684.820092 -1016457.45633, -610501.0 -1036090.0))
11;POLYGON((-610501.0 -1036090.0, -606684.820092 -1016457.45633, -606342.766184 -1016527.04799, -610501.0 -1036090.0))
12;POLYGON((-610501.0 -1036090.0, -606342.766184 -1016527.04799, -606001.978913 -1016602.5987, -610501.0 -1036090.0))
13;POLYGON((-610501.0 -1036090.0, -606001.978913 -1016602.5987, -605662.562088 -1016684.08547, -610501.0 -1036090.0))
14;POLYGON((-610501.0 -1036090.0, -605662.562088 -1016684.08547, -605324.619098 -1016771.48347, -610501.0 -1036090.0))
15;POLYGON((-610501.0 -1036090.0, -605324.619098 -1016771.48347, -604988.252884 -1016864.76608, -610501.0 -1036090.0))
16;POLYGON((-610501.0 -1036090.0, -604988.252884 -1016864.76608, -604653.565906 -1016963.90488, -610501.0 -1036090.0))
17;POLYGON((-610501.0 -1036090.0, -604653.565906 -1016963.90488, -604320.660113 -1017068.86967, -610501.0 -1036090.0))
18;POLYGON((-610501.0 -1036090.0, -604320.660113 -1017068.86967, -603989.636911 -1017179.62849, -610501.0 -1036090.0))
19;POLYGON((-610501.0 -1036090.0, -603989.636911 -1017179.62849, -603660.597133 -1017296.14758, -610501.0 -1036090.0))
20;POLYGON((-610501.0 -1036090.0, -603660.597133 -1017296.14758, -603333.641009 -1017418.39147, -610501.0 -1036090.0))
21;POLYGON((-610501.0 -1036090.0, -603333.641009 -1017418.39147, -603008.868132 -1017546.32291, -610501.0 -1036090.0))
22;POLYGON((-610501.0 -1036090.0, -603008.868132 -1017546.32291, -602686.37743 -1017679.90293, -610501.0 -1036090.0))
23;POLYGON((-610501.0 -1036090.0, -602686.37743 -1017679.90293, -602366.267138 -1017819.09085, -610501.0 -1036090.0))
24;POLYGON((-610501.0 -1036090.0, -602366.267138 -1017819.09085, -602048.634765 -1017963.84426, -610501.0 -1036090.0))
25;POLYGON((-610501.0 -1036090.0, -602048.634765 -1017963.84426, -601733.577064 -1018114.11907, -610501.0 -1036090.0))
26;POLYGON((-610501.0 -1036090.0, -601733.577064 -1018114.11907, -601421.190005 -1018269.86952, -610501.0 -1036090.0))
27;POLYGON((-610501.0 -1036090.0, -601421.190005 -1018269.86952, -601111.568744 -1018431.04814, -610501.0 -1036090.0))
28;POLYGON((-610501.0 -1036090.0, -601111.568744 -1018431.04814, -600804.807595 -1018597.60586, -610501.0 -1036090.0))
29;POLYGON((-610501.0 -1036090.0, -600804.807595 -1018597.60586, -600501.0 -1018769.49192, -610501.0 -1036090.0))
30;POLYGON((-610501.0 -1036090.0, -600501.0 -1018769.49192, -600200.238502 -1018946.65399, -610501.0 -1036090.0))
31;POLYGON((-610501.0 -1036090.0, -600200.238502 -1018946.65399, -599902.614715 -1019129.03808, -610501.0 -1036090.0))
32;POLYGON((-610501.0 -1036090.0, -599902.614715 -1019129.03808, -599608.2193 -1019316.58864, -610501.0 -1036090.0))
33;POLYGON((-610501.0 -1036090.0, -599608.2193 -1019316.58864, -599317.141931 -1019509.24855, -610501.0 -1036090.0))
34;POLYGON((-610501.0 -1036090.0, -599317.141931 -1019509.24855, -599029.471273 -1019706.95911, -610501.0 -1036090.0))
35;POLYGON((-610501.0 -1036090.0, -599029.471273 -1019706.95911, -598745.294954 -1019909.66011, -610501.0 -1036090.0))
36;POLYGON((-610501.0 -1036090.0, -598745.294954 -1019909.66011, -598464.699537 -1020117.2898, -610501.0 -1036090.0))
37;POLYGON((-610501.0 -1036090.0, -598464.699537 -1020117.2898, -598187.770493 -1020329.78493, -610501.0 -1036090.0))
38;POLYGON((-610501.0 -1036090.0, -598187.770493 -1020329.78493, -597914.592179 -1020547.08077, -610501.0 -1036090.0))
39;POLYGON((-610501.0 -1036090.0, -597914.592179 -1020547.08077, -597645.247806 -1020769.11114, -610501.0 -1036090.0))
40;POLYGON((-610501.0 -1036090.0, -597645.247806 -1020769.11114, -597379.81942 -1020995.8084, -610501.0 -1036090.0))
41;POLYGON((-610501.0 -1036090.0, -597379.81942 -1020995.8084, -597118.387873 -1021227.10349, -610501.0 -1036090.0))
42;POLYGON((-610501.0 -1036090.0, -597118.387873 -1021227.10349, -596861.032799 -1021462.92597, -610501.0 -1036090.0))
43;POLYGON((-610501.0 -1036090.0, -596861.032799 -1021462.92597, -596607.832591 -1021703.20399, -610501.0 -1036090.0))
44;POLYGON((-610501.0 -1036090.0, -596607.832591 -1021703.20399, -596358.864376 -1021947.86438, -610501.0 -1036090.0))
45;POLYGON((-610501.0 -1036090.0, -596358.864376 -1021947.86438, -596114.203993 -1022196.83259, -610501.0 -1036090.0))
46;POLYGON((-610501.0 -1036090.0, -596114.203993 -1022196.83259, -595873.925968 -1022450.0328, -610501.0 -1036090.0))
47;POLYGON((-610501.0 -1036090.0, -595873.925968 -1022450.0328, -595638.10349 -1022707.38787, -610501.0 -1036090.0))
48;POLYGON((-610501.0 -1036090.0, -595638.10349 -1022707.38787, -595406.808396 -1022968.81942, -610501.0 -1036090.0))
49;POLYGON((-610501.0 -1036090.0, -595406.808396 -1022968.81942, -595180.111138 -1023234.24781, -610501.0 -1036090.0))
50;POLYGON((-610501.0 -1036090.0, -595180.111138 -1023234.24781, -594958.080771 -1023503.59218, -610501.0 -1036090.0))
51;POLYGON((-610501.0 -1036090.0, -594958.080771 -1023503.59218, -594740.784928 -1023776.77049, -610501.0 -1036090.0))
52;POLYGON((-610501.0 -1036090.0, -594740.784928 -1023776.77049, -594528.289799 -1024053.69954, -610501.0 -1036090.0))
53;POLYGON((-610501.0 -1036090.0, -594528.289799 -1024053.69954, -594320.660113 -1024334.29495, -610501.0 -1036090.0))
54;POLYGON((-610501.0 -1036090.0, -594320.660113 -1024334.29495, -594117.959114 -1024618.47127, -610501.0 -1036090.0))
55;POLYGON((-610501.0 -1036090.0, -594117.959114 -1024618.47127, -593920.248549 -1024906.14193, -610501.0 -1036090.0))
56;POLYGON((-610501.0 -1036090.0, -593920.248549 -1024906.14193, -593727.588641 -1025197.2193, -610501.0 -1036090.0))
57;POLYGON((-610501.0 -1036090.0, -593727.588641 -1025197.2193, -593540.038077 -1025491.61472, -610501.0 -1036090.0))
